"bf","race2","income","educ","female","age","partyid","region","vote1a","vote2a","vote1b","vote2b","pt"
"Non-Recipient","Afro-Brazilian",3,3,0,43,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",NA,3,1,58,1,"Sountheast",1,1,"Incumbent","Opposition",0
"Non-Recipient","Afro-Brazilian",2,2,1,54,1,"Sountheast",1,1,"Opposition","Opposition",0
"Recipient","Afro-Brazilian",3,1,1,66,1,"Sountheast",1,1,"Incumbent","Opposition",0
"Recipient","Afro-Brazilian",2,3,1,25,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",4,4,1,31,1,"Sountheast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",4,2,1,46,1,"Sountheast",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",NA,4,0,30,1,"Sountheast",1,1,"Opposition","Opposition",0
"Recipient","Afro-Brazilian",3,2,0,31,1,"South",1,0,"Opposition",NA,0
"Non-Recipient","Other",4,3,1,35,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",4,4,1,39,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",4,2,1,54,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",2,1,1,66,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",2,2,1,51,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",3,2,1,59,1,"South",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",2,1,0,49,5,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",4,3,0,53,1,"South",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",2,1,1,60,1,"Midwest",1,1,"Opposition","Incumbent",0
"Non-Recipient","Other",3,3,0,44,1,"Midwest",1,1,"Opposition","Opposition",0
"Recipient","Other",1,1,1,82,1,"Midwest",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",4,2,0,54,1,"Midwest",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",NA,NA,1,78,1,"Midwest",0,0,NA,NA,0
"Recipient","Afro-Brazilian",3,3,0,20,1,"North",1,1,"Opposition","Opposition",0
"Recipient","Afro-Brazilian",3,3,0,19,1,"North",0,0,NA,NA,0
"Recipient","Afro-Brazilian",3,1,0,60,1,"North",1,1,"Opposition","Opposition",0
"Recipient","Afro-Brazilian",3,3,1,26,1,"North",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",3,3,1,22,1,"North",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",2,3,0,28,1,"North",1,1,"Opposition","Incumbent",0
"Recipient","Afro-Brazilian",3,NA,0,54,1,"North",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",4,2,0,17,1,"North",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",3,2,1,50,1,"North",1,1,"Opposition","Opposition",0
"Recipient","Afro-Brazilian",4,1,0,42,1,"North",0,0,NA,NA,0
"Recipient",NA,3,3,1,24,1,"North",1,1,"Opposition","Incumbent",0
"Recipient","Afro-Brazilian",3,1,1,69,1,"North",0,0,NA,NA,0
"Non-Recipient","Afro-Brazilian",NA,3,1,26,1,"North",1,1,"Opposition","Incumbent",0
"Non-Recipient","Afro-Brazilian",NA,3,1,20,1,"North",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",NA,2,0,44,1,"North",1,1,"Opposition","Incumbent",0
"Non-Recipient","Afro-Brazilian",1,1,1,68,1,"North",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",NA,3,0,25,1,"North",1,1,"Opposition","Incumbent",0
"Non-Recipient","Afro-Brazilian",1,3,0,24,1,"North",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",1,2,1,37,1,"North",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",NA,3,0,28,1,"North",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",NA,3,1,38,1,"North",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",NA,3,0,51,1,"North",0,0,NA,NA,0
"Non-Recipient","Afro-Brazilian",2,2,0,39,1,"North",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",4,4,0,55,1,"North",1,1,"Opposition","Opposition",0
"Recipient","Other",1,2,1,54,1,"North",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",3,1,1,28,1,"North",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",NA,3,1,64,1,"North",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",2,2,0,48,1,"North",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",NA,3,0,56,1,"North",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",NA,3,1,16,1,"North",0,0,NA,NA,0
"Non-Recipient","Other",NA,3,0,23,1,"North",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",3,1,0,29,1,"North",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",3,3,1,44,1,"North",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",NA,3,1,34,1,"North",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",NA,3,0,36,1,"North",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",3,2,1,24,1,"North",1,0,"Incumbent",NA,0
"Recipient","Afro-Brazilian",2,NA,1,65,1,"North",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",2,NA,0,74,1,"North",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",2,1,0,44,1,"North",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",2,4,1,34,1,"North",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",3,2,0,19,1,"North",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",2,3,0,28,1,"North",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",2,3,1,34,1,"North",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",2,1,1,55,1,"North",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",1,1,1,24,1,"North",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",3,4,0,19,1,"North",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",3,3,0,30,1,"North",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",3,3,1,37,1,"North",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",4,4,0,53,1,"North",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",5,4,1,21,1,"North",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",2,2,1,45,1,"North",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",2,2,1,39,1,"North",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",2,1,1,34,1,"North",1,1,"Opposition","Opposition",0
"Recipient","Afro-Brazilian",4,4,1,24,1,"North",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",2,1,0,36,1,"North",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",2,4,1,55,1,"North",1,1,"Incumbent","Incumbent",0
"Recipient","Other",2,4,1,35,1,"North",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",2,3,0,59,1,"North",1,1,"Incumbent","Incumbent",0
"Recipient","Other",3,2,0,43,1,"North",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",1,2,1,58,1,"North",1,1,"Opposition","Incumbent",0
"Non-Recipient","Afro-Brazilian",1,1,1,76,1,"North",0,0,NA,NA,0
"Non-Recipient","Afro-Brazilian",3,2,1,64,1,"North",1,1,"Opposition","Incumbent",0
"Non-Recipient","Afro-Brazilian",1,3,0,24,1,"North",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",7,3,0,43,1,"North",1,1,"Opposition","Opposition",0
"Recipient","Afro-Brazilian",3,3,0,50,1,"North",1,1,"Opposition","Incumbent",0
"Recipient","Afro-Brazilian",2,4,1,21,1,"North",1,1,"Incumbent","Incumbent",0
"Recipient","Other",2,4,1,23,1,"North",1,1,"Opposition","Incumbent",0
"Recipient","Afro-Brazilian",1,3,1,39,1,"North",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",2,1,1,53,1,"North",0,0,NA,NA,0
"Non-Recipient","Afro-Brazilian",3,3,1,32,1,"North",1,1,"Opposition","Incumbent",0
"Non-Recipient","Afro-Brazilian",3,4,0,34,1,"North",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",2,2,0,18,1,"North",1,1,"Opposition","Opposition",0
"Recipient","Afro-Brazilian",2,1,0,76,1,"North",0,0,NA,NA,0
"Recipient","Afro-Brazilian",1,3,1,33,1,"North",1,1,"Opposition","Incumbent",0
"Recipient","Afro-Brazilian",1,3,0,47,1,"North",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",2,3,0,28,1,"North",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",3,3,0,32,1,"North",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",1,3,1,52,1,"North",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",1,3,1,36,1,"North",0,1,NA,"Incumbent",0
"Non-Recipient","Afro-Brazilian",2,2,0,41,1,"North",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",3,3,1,21,1,"North",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",1,1,0,75,1,"North",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",1,2,1,20,1,"North",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",1,1,1,52,1,"North",0,0,NA,NA,0
"Recipient","Afro-Brazilian",2,3,0,43,1,"North",0,1,NA,"Incumbent",0
"Non-Recipient","Afro-Brazilian",2,NA,1,60,1,"North",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",1,3,1,49,1,"North",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",1,2,1,30,1,"North",1,1,"Incumbent","Incumbent",0
"Recipient","Other",1,3,1,42,1,"North",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",2,2,0,40,1,"North",0,1,NA,"Incumbent",0
"Non-Recipient","Afro-Brazilian",2,2,0,47,1,"North",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",4,1,0,28,1,"North",0,0,NA,NA,0
"Non-Recipient","Other",3,2,0,21,5,"North",0,0,NA,NA,0
"Non-Recipient","Afro-Brazilian",2,3,0,25,1,"North",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",3,2,0,27,1,"North",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",3,3,0,21,1,"North",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",1,1,1,36,1,"North",1,1,"Opposition","Incumbent",0
"Recipient","Afro-Brazilian",3,1,1,52,2,"North",1,1,"Incumbent","Incumbent",1
"Recipient","Afro-Brazilian",1,2,1,34,1,"North",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",3,3,0,16,1,"North",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",3,1,0,54,5,"North",1,1,"Opposition","Opposition",0
"Recipient","Afro-Brazilian",1,2,1,43,1,"North",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",4,4,0,39,1,"North",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",4,1,0,42,2,"North",1,1,"Opposition","Incumbent",1
"Non-Recipient","Afro-Brazilian",3,3,1,46,1,"North",1,1,"Opposition","Opposition",0
"Non-Recipient",NA,2,1,0,40,1,"North",0,0,NA,NA,0
"Non-Recipient","Other",2,1,1,50,1,"North",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",1,1,1,42,1,"North",1,0,"Incumbent",NA,0
"Recipient","Other",3,3,0,33,1,"North",1,1,"Incumbent","Incumbent",0
"Recipient","Other",3,1,0,55,5,"North",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",4,NA,0,68,1,"North",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",2,2,1,21,1,"North",0,1,NA,"Incumbent",0
"Recipient","Afro-Brazilian",3,2,1,23,1,"North",1,0,"Opposition",NA,0
"Non-Recipient","Afro-Brazilian",4,4,1,33,5,"North",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",3,3,0,20,1,"North",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",2,2,0,21,1,"North",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",3,3,0,31,5,"North",1,1,"Opposition","Opposition",0
"Recipient","Afro-Brazilian",1,2,0,21,1,"North",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",2,1,0,46,1,"North",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",3,2,0,28,2,"North",1,1,"Opposition","Opposition",1
"Recipient",NA,1,1,1,56,1,"North",1,1,"Incumbent","Incumbent",0
"Non-Recipient",NA,1,NA,1,71,1,"North",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",2,1,1,29,1,"North",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",2,3,1,40,1,"North",0,1,NA,"Incumbent",0
"Recipient","Afro-Brazilian",2,3,1,20,1,"North",1,1,"Incumbent","Incumbent",0
"Recipient","Other",2,2,1,40,1,"North",0,1,NA,"Incumbent",0
"Non-Recipient","Afro-Brazilian",1,2,1,16,1,"North",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",3,1,0,86,3,"North",0,0,NA,NA,0
"Non-Recipient","Afro-Brazilian",2,3,1,25,1,"North",0,0,NA,NA,0
"Recipient","Afro-Brazilian",3,3,0,38,1,"North",0,1,NA,"Opposition",0
"Recipient","Afro-Brazilian",3,2,0,68,1,"North",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",4,1,1,48,1,"North",1,1,"Opposition","Opposition",0
"Recipient","Afro-Brazilian",4,1,0,38,1,"North",1,1,"Opposition","Incumbent",0
"Non-Recipient","Afro-Brazilian",4,3,0,27,1,"North",1,1,"Opposition","Incumbent",0
"Non-Recipient","Afro-Brazilian",3,1,1,55,1,"North",1,1,"Opposition","Opposition",0
"Recipient","Afro-Brazilian",4,3,0,51,1,"North",1,1,"Opposition","Incumbent",0
"Non-Recipient","Afro-Brazilian",3,3,1,39,1,"North",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",3,3,1,60,1,"North",1,1,"Opposition","Opposition",0
"Recipient","Afro-Brazilian",1,1,1,37,1,"North",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",4,5,1,30,1,"North",1,1,"Opposition","Opposition",0
"Recipient","Afro-Brazilian",2,NA,1,66,1,"North",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",3,3,1,36,1,"North",1,1,"Opposition","Opposition",0
"Recipient","Afro-Brazilian",3,3,0,33,1,"North",0,1,NA,"Incumbent",0
"Non-Recipient","Afro-Brazilian",3,3,0,32,1,"North",0,0,NA,NA,0
"Non-Recipient","Afro-Brazilian",1,3,1,44,1,"North",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",3,1,0,40,1,"North",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",1,3,0,61,1,"North",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",3,4,1,29,1,"North",0,0,NA,NA,0
"Non-Recipient","Afro-Brazilian",1,3,1,22,1,"North",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",3,2,0,35,1,"North",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",3,3,0,31,1,"North",1,1,"Opposition","Opposition",0
"Recipient","Afro-Brazilian",1,1,1,38,1,"North",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",2,1,1,54,1,"North",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",3,2,0,30,1,"North",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",2,NA,1,59,1,"North",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",2,2,1,17,1,"North",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",2,3,1,22,1,"North",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",3,4,0,24,1,"North",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",2,NA,0,67,1,"North",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",3,3,0,22,1,"North",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",3,2,1,43,1,"North",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",3,1,0,52,1,"North",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",3,1,0,39,1,"North",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",3,3,1,33,1,"North",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",3,1,0,61,1,"North",1,1,"Opposition","Opposition",0
"Recipient","Afro-Brazilian",NA,1,0,46,1,"Northeast",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",6,4,1,37,1,"Northeast",1,1,"Opposition","Opposition",0
"Recipient",NA,5,1,1,31,1,"Northeast",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",2,3,0,33,1,"Northeast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",NA,NA,0,71,1,"Northeast",0,1,NA,"Opposition",0
"Recipient",NA,3,4,0,26,1,"Northeast",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",NA,3,1,24,1,"Northeast",1,1,"Opposition","Opposition",0
"Recipient","Afro-Brazilian",1,2,0,44,1,"Northeast",0,0,NA,NA,0
"Recipient","Afro-Brazilian",5,2,0,22,1,"Northeast",1,1,"Opposition","Opposition",0
"Recipient","Afro-Brazilian",2,2,1,34,1,"Northeast",1,1,"Opposition","Opposition",0
"Recipient","Afro-Brazilian",3,2,1,42,1,"Northeast",1,1,"Opposition","Opposition",0
"Recipient","Afro-Brazilian",NA,3,1,50,1,"Northeast",1,1,"Opposition","Opposition",0
"Recipient","Afro-Brazilian",NA,NA,1,55,1,"Northeast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",NA,3,1,56,1,"Northeast",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",1,2,1,26,1,"Northeast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",2,1,0,52,1,"Northeast",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",NA,1,1,31,1,"Northeast",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",NA,2,0,41,1,"Northeast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",NA,2,1,21,1,"Northeast",1,1,"Incumbent","Incumbent",0
"Recipient","Other",3,3,0,21,1,"Northeast",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",NA,NA,0,59,1,"Northeast",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",2,3,1,37,1,"Northeast",0,0,NA,NA,0
"Non-Recipient","Afro-Brazilian",1,3,0,20,1,"Northeast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",2,1,1,51,1,"Northeast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",NA,1,0,25,1,"Northeast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",NA,4,1,30,1,"Northeast",1,1,"Opposition","Opposition",0
"Recipient","Other",NA,4,1,35,1,"Northeast",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",NA,3,1,62,1,"Northeast",0,1,NA,"Opposition",0
"Non-Recipient","Afro-Brazilian",3,4,0,34,1,"Northeast",1,1,"Opposition","Opposition",0
"Non-Recipient","Other",2,2,0,65,1,"Northeast",1,1,"Opposition","Opposition",0
"Recipient","Afro-Brazilian",3,4,0,35,1,"Northeast",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",3,3,0,46,1,"Northeast",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",4,4,1,36,1,"Northeast",1,1,NA,"Incumbent",0
"Non-Recipient","Afro-Brazilian",3,3,1,30,1,"Northeast",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",2,1,1,65,1,"Northeast",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",NA,3,1,52,1,"Northeast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",3,2,0,28,1,"Northeast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",2,4,0,47,1,"Northeast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",1,1,0,27,1,"Northeast",0,0,NA,NA,0
"Recipient","Afro-Brazilian",2,4,1,54,1,"Northeast",0,1,NA,"Incumbent",0
"Recipient","Afro-Brazilian",1,3,1,16,1,"Northeast",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",1,2,0,44,1,"Northeast",1,1,"Opposition","Opposition",0
"Recipient","Afro-Brazilian",2,4,1,23,1,"Northeast",1,1,"Incumbent","Incumbent",0
"Recipient","Other",2,4,1,30,1,"Northeast",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",NA,4,0,30,1,"Northeast",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",NA,1,0,64,1,"Northeast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",NA,3,1,55,1,"Northeast",1,1,"Opposition","Incumbent",0
"Recipient","Afro-Brazilian",NA,3,1,43,1,"Northeast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",2,3,1,24,1,"Northeast",1,1,"Opposition","Incumbent",0
"Non-Recipient","Afro-Brazilian",2,3,1,30,1,"Northeast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",2,2,1,60,1,"Northeast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",3,3,0,50,1,"Northeast",1,1,"Opposition","Opposition",0
"Recipient","Other",2,2,0,34,1,"Northeast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",2,2,0,18,1,"Northeast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",2,3,1,48,1,"Northeast",0,0,NA,NA,0
"Non-Recipient","Afro-Brazilian",3,2,0,24,1,"Northeast",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",2,2,1,34,1,"Northeast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",4,4,1,55,1,"Northeast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",4,4,1,34,1,"Northeast",1,1,"Opposition","Opposition",0
"Recipient","Other",3,3,0,17,1,"Northeast",0,0,NA,NA,0
"Recipient","Afro-Brazilian",4,3,0,55,1,"Northeast",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",4,4,0,33,1,"Northeast",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",2,3,0,56,1,"Northeast",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",3,1,0,33,1,"Northeast",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",2,1,1,28,1,"Northeast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",1,3,1,32,1,"Northeast",0,1,NA,"Incumbent",0
"Recipient","Afro-Brazilian",2,2,1,37,1,"Northeast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",2,2,0,37,1,"Northeast",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",1,2,0,29,1,"Northeast",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",2,2,1,56,1,"Northeast",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",2,3,1,24,1,"Northeast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",3,NA,0,69,1,"Northeast",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",2,3,1,45,1,"Northeast",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",3,3,1,35,1,"Northeast",1,1,"Opposition","Opposition",0
"Recipient","Afro-Brazilian",1,3,0,47,1,"Northeast",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",1,3,0,19,1,"Northeast",1,1,"Opposition","Opposition",0
"Recipient","Afro-Brazilian",2,2,1,58,1,"Northeast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",4,2,1,18,1,"Northeast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Afro-Brazilian",2,3,1,35,1,"Northeast",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",3,5,1,46,1,"Northeast",1,1,"Opposition","Incumbent",0
"Recipient","Afro-Brazilian",2,NA,1,65,1,"Northeast",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",2,2,0,19,1,"Northeast",0,0,NA,NA,0
"Recipient","Afro-Brazilian",3,3,0,47,1,"Northeast",1,1,"Incumbent","Incumbent",0
"Recipient","Other",5,4,0,28,1,"Northeast",1,1,"Opposition","Opposition",0
"Recipient","Afro-Brazilian",3,3,0,33,1,"Northeast",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",NA,1,0,44,1,"Northeast",1,1,"Incumbent","Incumbent",0
"Recipient","Afro-Brazilian",2,1,0,48,1,"Northeast",1,1,"Incumbent","Incumbent",0
"Non-Recipient","Other",3,3,1,34,1,"Northeast",1,1,"Opposition","Opposition",0
"Non-Recipient","Afro-Brazilian",4,3,1,37,1,"Northeast",1,1,"Opposition","Opposition",0
